,Country_Name,Year,Life_Expectancy,Health_Expenditure,GDP_Per_Capita,Primary_School_Enrollment,Secondary_School_Enrollment,Tertiary_School_Enrollment,Unemployment,Education
0,Australia,2016,82.44878049,0.45765952201418914,0.3680751080010764,0.5320119669385903,0.929220526261249,0.919301964126338,0.14871564504895607,0.7935114857753924
1,"Iran, Islamic Rep.",2016,76.047,0.15640504929917065,0.15056253169771863,0.6385526544282447,0.500539360133856,0.527608813234014,0.33009535888928426,0.5555669425987049
2,Uruguay,2002,75.152,0.09781751769391783,0.08971283241913165,0.6288582561619478,0.6252742894979308,0.30272973208911397,0.44394718242951137,0.5189540925829975
3,Luxembourg,2000,77.87317073,0.3313423201862216,0.679008633568858,0.5258936360137422,0.5666291712272221,0.07112281314366435,0.05790298782704566,0.38788187346154285
4,Colombia,2014,76.322,0.07657525157806169,0.10213397712783595,0.6721543231378077,0.5531717713455216,0.3885797536387067,0.22597091040412434,0.5379686160406787
5,Uruguay,2007,76.251,0.11034059154126914,0.11451852425982609,0.6786284937844833,0.5331113331990955,0.3830506500895559,0.24840553456426817,0.5315968256910449
6,Sweden,2004,80.49756098,0.2795651873364049,0.33197356520737453,0.4972127919505482,0.6069952789705413,0.6353992046796192,0.17525283009720505,0.5798690918669029
7,Slovak Republic,2011,75.95853659,0.1924487386552341,0.21069196262197562,0.5275395978320587,0.5376907583452089,0.42544527685427225,0.3621440239009642,0.49689187767717996
8,Belgium,2008,79.68048780000001,0.35815275111168854,0.3430362044039593,0.5463629504231183,0.9663565651032148,0.47000012819871045,0.18287767614997444,0.6609065479083479
9,Qatar,2004,78.083,0.3111716923898829,0.9773439243107314,0.5860283148490983,0.5985056953773029,0.12947321928938843,0.034548001149106555,0.43800240983859656
10,Poland,2007,75.24390244,0.09768965872095711,0.15810666330619286,0.47043026749926126,0.573229357963454,0.50911416522494,0.25375775963443653,0.5175912635625518
11,Belgium,2016,81.43902439,0.4716749552487656,0.34802244184664616,0.5581454697967836,0.9811961138073537,0.5753397876296792,0.20593037556794705,0.7048937904112722
12,Algeria,2011,75.199,0.06708033701161557,0.10346519558723764,0.6927034577587583,0.5831561119175681,0.23441859137698845,0.26342850641375304,0.5034260536844383
13,New Zealand,2014,81.40487805,0.34977492390336684,0.284249973021616,0.500296126891795,0.6853591056206804,0.5912933540567568,0.1498519491164877,0.5923161955230775
14,Iceland,2004,80.99756098,0.3417604784197776,0.320180367986366,0.49058365229259704,0.6510213883431201,0.5167479405792874,0.10339568469889868,0.5527843270716682
15,Romania,2015,75.01219512,0.10556524462330193,0.16734920774965167,0.4144918367077514,0.5398207853226126,0.3527933125447933,0.17845661807996624,0.4357019781917191
16,France,2009,81.41463415,0.3963271549827983,0.29835059358800115,0.5553359202122853,0.6260902802994184,0.398932715212059,0.2304000895215136,0.5267863052412542
17,Denmark,2011,79.8,0.456279354746474,0.3663792111976116,0.5323806022668535,0.7327618783821802,0.5819611747153073,0.1989937856356448,0.6157012184547803
18,Norway,2014,82.1,0.626563194369576,0.525818957621935,0.5227005228934726,0.6683931591572205,0.5879525567096153,0.0886318143527461,0.5930154129201028
19,Canada,2014,81.8,0.457605543150594,0.3558666095430915,0.5400579661282019,0.6461408677110477,0.4969117083271778,0.18121776358222524,0.5610368473888091
20,Mexico,2006,75.296,0.07476456461123655,0.13360706378756398,0.6074691813756902,0.48251821851275817,0.1854004408814699,0.09085044515032932,0.4251292802566395
21,"Korea, Rep.",2000,75.9097561,0.07043418036145573,0.16811340419654972,0.5307897834191283,0.5594683351046295,0.5811763391576247,0.1133606298366356,0.5571448192271276
22,East Asia & Pacific,2014,75.12517029,0.08411183621532772,0.11567871445375721,0.5290628843124849,0.4838129420638755,0.3120762574767319,0.10011423588745635,0.44165069461769746
23,Uruguay,2000,74.73100000000001,0.10129280690038021,0.10207543428619811,0.616305766248643,0.5741755469636698,0.2551128392839919,0.3354044173661627,0.4818647174987682
24,Uruguay,2001,74.939,0.1058966033219258,0.0977446984313919,0.6096391537432736,0.5958809282062247,0.28721379637893585,0.40085128406566556,0.49757795944281136
25,Norway,2008,80.59268293,0.4998507865527669,0.5356023063888828,0.5169855582286413,0.667150216771252,0.5501794934563715,0.06342527240779469,0.5781050894854216
26,Israel,2009,81.40487805,0.20154919126491747,0.23416955588906055,0.5658223258959718,0.6062331431731071,0.4781115200582144,0.2519305096146757,0.5500556630424311
27,Uruguay,2013,77.124,0.17622495753593542,0.15653731782391347,0.643284997760769,0.646908836180401,0.45311597648957747,0.16852136433075515,0.5811032701435824
28,Austria,2010,80.5804878,0.4346856051526088,0.35743134361449524,0.5223175686722935,0.5779252421255527,0.5733034121612961,0.12469669465026358,0.5578487409863808
29,Malta,2014,82.04634146,0.31922179864027,0.2616690532094857,0.5531257330816187,0.5495792990955924,0.3345490335648643,0.1491151082505744,0.47908468858069186
30,Colombia,2016,76.732,0.08186180856905252,0.10481593014383471,0.6893095754803684,0.5533464922732328,0.41962116365359003,0.22919899721036815,0.5540924104690638
31,Italy,2004,80.7804878,0.24335932504864013,0.30794499331792036,0.545404092359906,0.5792908650442206,0.4711961916436418,0.20689934215647646,0.5319637163492561
32,Slovenia,2008,78.76585366,0.2350511095332099,0.2551532413242099,0.5103680971003735,0.5778701557796497,0.6487855156213181,0.11256710892695178,0.5790079228337804
33,Malta,2013,81.74634146,0.30089200108867553,0.2456044363648962,0.5417863885213257,0.5472521278073218,0.3311573382773268,0.15939583498939544,0.47339861820199136
34,"Korea, Rep.",2014,81.72195122,0.23191543677900356,0.2743363317535837,0.507247086206844,0.5847956111865723,0.7200319489500526,0.08906906426820516,0.6040248821144897
35,Spain,2013,83.07804878,0.2957601874744493,0.25130592099877014,0.6076624356538403,0.7359264269356419,0.6351276981250024,0.6988844435750544,0.6595721869048282
36,Ireland,2006,79.24146341,0.3401957458580544,0.4072313124440566,0.5549104155220862,0.6478928727406255,0.4421851287054006,0.11375468757169169,0.5483294723227041
37,Belgium,2007,79.78292683,0.3317132460308039,0.3430706462326594,0.5400327811250587,0.9713523134094229,0.46323833300164463,0.19589526244210026,0.6582078091787088
38,Norway,2005,80.04146341,0.4033741905728485,0.5211695789687213,0.5093363243909648,0.6748271795512225,0.595429670187451,0.11283971119517072,0.5931977247098795
39,Israel,2005,80.15121951,0.1861454014026219,0.21717941096397497,0.57281979622489,0.624292586006474,0.44448873743805256,0.3007295501824285,0.5472003732231389
40,Mexico,2011,75.01100000000001,0.08757769678021264,0.13259213869577754,0.6314967914509102,0.5091189612970463,0.21249821437510452,0.13413800556571676,0.45103798904102027
41,"Korea, Rep.",2012,80.81951219999999,0.20847121215910758,0.2605119714145326,0.5278066807282934,0.571409175479888,0.739685574348537,0.08097187789564819,0.612967143518906
42,Israel,2000,78.95365854,0.17773888360557505,0.21869066360265596,0.5979007081251086,0.6126294456220323,0.3778520397635772,0.2942518062557868,0.5294607311702394
